Scientific name,id,id_intl,Author,Phyllum,Embranchement,Sous-Embranchement,Classe,Sous-Classe,Infra-classe,Order,Sous-Ordre,Infra-Ordre,Super-Famille,Family,Sub family,Genus,Species,Sub species,English name,French name,Malagasy name,Comoros name
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,Greater bamboo lemur,Grand hapalémur,Varibolo
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,Broad-nosed bamboo lemur,,Varivolomavo (Ranomafana)
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,Broad-nosed gentle lemur,,Godroka
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,,,Godrogodroka (Torotorofotsy)
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,,,Tan-tang (Bay of Antongil)
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,,,Bokombolobe,
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,,,Reniben'ny kotrika,
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,,,Halogodro (Soanierana - Ivongo),
Prolemur simus,67,,"(Gray, 1871)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Prolemur,simus,,,,Varikovoka (Ambolomavo),
Lemur catta,68,,"Linnaeus, 1758",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Lemur, catta,,Ring-tailed lemur,Maki,Maky,
Lemur catta,68,,"Linnaeus, 1758",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Lemur, catta,,,Maki mococo,Hira,
Lemur catta,68,,"Linnaeus, 1758",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Lemur, catta,,,Maque,,
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,Brown lemur,Lémur brun,Varika,Komba mainty
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,Common brown lemur,,Varike,
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,,,Varikosy,
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,,,Akomba,
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,,,Gidro,
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,,,Dredrika (between Mampikony and Prt-Bergé),
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,,,Varikafasina (Andasibe),
Eulemur fulvus,69,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,fulvus,,,,Varikamava (Andasibe),
Eulemur rufus,70,,"(Audebert, 1799)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,rufus,,Rufous brown lemur,Lémur à front roux septentrional,Varika,
Eulemur rufus,70,,"(Audebert, 1799)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,rufus,,Northern red-fronted lemur,,Halo
Eulemur rufus,70,,"(Audebert, 1799)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,rufus,,Red-fronted brown lemur,Lémur à front roux méridional,
Eulemur rufifrons,71,,"(Bennett, 1833)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rufifrons,,Red-fronted brown lemur,,Gidro
Eulemur rufifrons,71,,"(Bennett, 1833)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rufifrons,,Southern red-fronted brown lemur,,Halo
Eulemur rufifrons,71,,"(Bennett, 1833)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rufifrons,,,,Varikamavo (east)
Eulemur albifrons,72,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, albifrons,,White-fronted brown lemur,Lémur à front blanc,Varika
Eulemur albifrons,72,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, albifrons,,White-fronted lemur,,Varikosy
Eulemur albifrons,72,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, albifrons,,White-headed brown lemur,,Varikosa (Makira)
Eulemur albifrons,72,,"(E. Geoffroy, 1796)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, albifrons,,,,Alokosy
Eulemur sanfordi,73,,"(Archbold, 1932)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,sanfordi,,Sanford's brown-lemur,Lémur de Sanford,Ankomba
Eulemur sanfordi,73,,"(Archbold, 1932)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,sanfordi,,Sanford's lemur,,Beharavoaka
Eulemur sanfordi,73,,"(Archbold, 1932)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,sanfordi,,,,Varika
Eulemur cinereiceps,74,,"(A. Grandidier and Milne-Edwards, 1890)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, cinereiceps,,White-collared brown lemur,Lémur à collier blanc,Varika
Eulemur cinereiceps,74,,"(A. Grandidier and Milne-Edwards, 1890)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, cinereiceps,,Gray-headed brown lemur,Maki à fraise,Varika mena (Manombo)
Eulemur cinereiceps,74,,"(A. Grandidier and Milne-Edwards, 1890)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, cinereiceps,,White-collared lemur,,
Eulemur collaris,75,,"(E. Geoffroy, 1812)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, collaris,,Red-collared brown lemur,Lémur à collier roux,Varika
Eulemur collaris,75,,"(E. Geoffroy, 1812)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, collaris,,Red-collared lemur,,,
Eulemur macaco,76,,"Linnaeus, 1766",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, macaco,,Black lemur,Lémur macaco,Ankomba,Komba
Eulemur macaco,76,,"Linnaeus, 1766",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, macaco,,,,Akomba,Ankomba joby
Eulemur flavifrons,77,,"(Gray, 1867)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,flavifrons,,Blue-eyed black lemur,Maki aux yeux turquoise,Akomba,
Eulemur flavifrons,77,,"(Gray, 1867)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,flavifrons,,Sclater's lemur,,Akomba manga maso,
Eulemur flavifrons,77,,"(Gray, 1867)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,flavifrons,,Sclater's black lemur,,,
Eulemur coronatus,78,,"(Gray, 1842)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,coronatus,,Crowned lemur,Lémur couronné,Ankomba,
Eulemur coronatus,78,,"(Gray, 1842)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,coronatus,,,,Ankomba fiaka,
Eulemur coronatus,78,,"(Gray, 1842)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,coronatus,,,,Gidro,
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,Red-bellied lemur,Lémur à ventre rouge,Tongona,
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,,,Barimaso,
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,,,Tongo (Makira),
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,,,Halimena (Mananara-nord),
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,,,Halomena (Soanierana Ivongo),
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,,,Soamiera,
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,,,Kirioka,
Eulemur rubriventer,79,,"(I. Geoffroy, 1850)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur, rubriventer,,,,Varikamena (Andasibe),
Eulemur mongoz,80,,"(Linnaeus, 1766)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,mongoz,,Mongooze lemur,Lémur mongoz,Dredrika,Komba
Eulemur mongoz,80,,"(Linnaeus, 1766)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Eulemur,mongoz,,,,Gidro,
Varecia variegata variegata,81,,"(Kerr, 1792)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia, variegata,variegata,Variegated black-and-white ruffed lemur,Vari noir-et-blanc,Vary,
Varecia variegata variegata,81,,"(Kerr, 1792)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia, variegata,variegata,Pied black-and-white ruffed lemur,,Varikandana,
Varecia variegata variegata,81,,"(Kerr, 1792)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia, variegata,variegata,,,Varikandra,
Varecia variegata variegata,81,,"(Kerr, 1792)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia, variegata,variegata,,,Varijatsy,
Varecia variegata editorum,82,,"(Hill, 1953)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,editorum,Southern black-and-white ruffed lemur,Vari noir-et-blanc de Hill,Vary,
Varecia variegata editorum,82,,"(Hill, 1953)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,editorum,Hill's black-and-white ruffed lemur,,Varikandana,
Varecia variegata editorum,82,,"(Hill, 1953)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,editorum,,,Varikandra,
Varecia variegata editorum,82,,"(Hill, 1953)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,editorum,,,Varijatsy,
Varecia variegata subcincta,83,,"(A. Smith, 1833)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,subcincta,Northern black-and-white ruffed lemur,Vari à ceinture,Vary,
Varecia variegata subcincta,83,,"(A. Smith, 1833)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,subcincta,White-belted black-and-white ruffed lemur,,Varikandana,
Varecia variegata subcincta,83,,"(A. Smith, 1833)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,subcincta,,,Varikandra,
Varecia variegata subcincta,83,,"(A. Smith, 1833)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,variegata,subcincta,,,Varijatsy,
Varecia rubra,84,,"(E. Geoffroy, 1812)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,rubra,,Red ruffed lemur,Vari roux,Varimena,
Varecia rubra,84,,"(E. Geoffroy, 1812)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,rubra,,,,Varignena
Varecia rubra,84,,"(E. Geoffroy, 1812)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,LEMURIDAE,,Varecia,rubra,,,,Variniaina (Makira)
Avahi laniger,85,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,laniger,,Eastern woolly lemur,Avahi laineaux oriental,Fotsife
Avahi laniger,85,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,laniger,,Eastern avahi,,Ampongy
Avahi laniger,85,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,laniger,,Gmelin's woolly lemur,,Avahy
Avahi laniger,85,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,laniger,,,,Fotsifaka
Avahi mooreorum,86,,"Lei et al., 2008",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,mooreorum,,Masoala woolly lemur,Avahi de Moore,Fotsife
Avahi mooreorum,86,,"Lei et al., 2008",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,mooreorum,,Moore's woolly lemur,Avahi de Masoala,Ampongy
Avahi mooreorum,86,,"Lei et al., 2008",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,mooreorum,,,,Avahy
Avahi mooreorum,86,,"Lei et al., 2008",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,mooreorum,,,,Fotsifaka
Avahi peyrierasi,87,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,peyrierasi,,Peyrieras' woolly lemur,Avahi de Peyrieras,Fotsife
Avahi peyrierasi,87,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,peyrierasi,,,,Ampongy
Avahi peyrierasi,87,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,peyrierasi,,,,Avahy
Avahi peyrierasi,87,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,peyrierasi,,,,Fotsifaka
Avahi betsileo,88,,"Andriantompohavana et al., 2007",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,betsileo,,Betsileo woolly lemur,Avahi du betsileo,Fotsife
Avahi betsileo,88,,"Andriantompohavana et al., 2007",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,betsileo,,,,Ampongy
Avahi betsileo,88,,"Andriantompohavana et al., 2007",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,betsileo,,,,Avahy
Avahi betsileo,88,,"Andriantompohavana et al., 2007",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,betsileo,,,,Fotsifaka
Avahi ramanantsoavanai,89,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,ramanantsoavanai,,Manombo woolly lemur,Avahi de Manombo,Fotsife
Avahi ramanantsoavanai,89,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,ramanantsoavanai,,Ramanantsoavana's woolly lemur,Avahi de Ramanantsoavana,Ampongy
Avahi ramanantsoavanai,89,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,ramanantsoavanai,,,,Avahy
Avahi ramanantsoavanai,89,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,ramanantsoavanai,,,,Fotsifaka
Avahi meridionalis,90,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,meridionalis,,Southern woolly lemur,Avahi méridional,Fotsife
Avahi meridionalis,90,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,meridionalis,,Southern avahi,,Ampongy
Avahi meridionalis,90,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,meridionalis,,,,Avahy
Avahi meridionalis,90,,"Zaramody et al., 2006",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,meridionalis,,,,Fotsifaka
Avahi occidentalis,91,,"(Lorenz von liburnau, 1898)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,occidentalis,,Western woolly lemur,Avahi occidental,Fotsife
Avahi occidentalis,91,,"(Lorenz von liburnau, 1898)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,occidentalis,,Western avahi,,Tsarafangitra
Avahi cleesei,92,,"Thalmann and Geissmann, 2005",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,cleesei,,Bemaraha woolly lemur,Avahi de Cleese,Dadintsifaky
Avahi cleesei,92,,"Thalmann and Geissmann, 2005",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,cleesei,,Cleese's woolly lemur,Avahi du Bemaraha,
Avahi unicolor,93,,"Thalmann and Geissmann, 2005",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,unicolor,,Sambirano woolly lemur,Avahi du Sambirano,Fotsife
