datasource_and_rights	type	modified	language	rights	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	ownerinstitutioncode	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	occurrenceremarks	recordnumber	recordedby	individualid	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	othercatalognumbers	previousidentifications	associatedmedia	associatedreferences	associatedoccurrences	associatedsequences	associatedtaxa	eventid	samplingprotocol	samplingeffort	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	fieldnumber	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	verbatimelevation	minimumelevationinmeters	maximumelevationinmeters	verbatimdepth	minimumdepthinmeters	maximumdepthinmeters	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	pointradiusspatialfit	footprintwkt	footprintsrs	footprintspatialfit	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	identificationqualifier	typestatus	taxonid	scientificnameid	acceptednameusageid	parentnameusageid	originalnameusageid	nameaccordingtoid	namepublishedinid	taxonconceptid	scientificname	acceptednameusage	parentnameusage	originalnameusage	nameaccordingto	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	nomenclaturalstatus	taxonremarks
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125333	"NOTES: classic ""pre-dawn call"" given just a the beginning of the segment.  Horrid river noise in background...problem with all the H. aureus recordings since their home range is centered around this large river.  Note:  the ""predawn"" call has been heard after dawn on several occasions."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125333								2000-06-05		157	157	2000	6	5	5 Jun 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Hapalemur aureus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		aureus		species			golden bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125338	NOTES: 90% confidence Eulemur Rubriventer.  Locals concur that this is certainly rubriventer.  Dr. Lehman has encountered rubriventer making this sound on several occasions, he says, but the function and context surrounding this unusual call is totally unclear.  This is the only known loud call of rubriventer.  Given that they are monogamous primates and living in a fixed home range they would be expected to have a loud call of some sort.  Perhaps this unusual call relates to their unusal activity pattern: cathemeral, which is active during the day and night.  LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125338								2000-06-12		164	164	2000	6	12	12 Jun 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur rubriventer								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		rubriventer		species			red-bellied lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97936	NOTES: Recordist- group of 7 with P. diadema Elevation:  500m<alt.<900m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97936								1988-04-15		106	106	1988	4	15	15 Apr 1988							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Parc National Ranomafana	Madagascar; Fianarantsoa; ; Parc National Ranomafana																-21.2666667	47.4666667	not recorded (forced WGS84)											requires verification																																				Hapalemur griseus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus		species			bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126608	NOTES: Zzuss + Howl.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126608								2001-09-07		250	250	2001	9	7	7 Sep 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95899	NOTES: Elevation:  500m<alt.<900m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/95899								1986-11-17		321	321	1986	11	17	17 Nov 1986							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Parc National Ranomafana	Madagascar; Fianarantsoa; ; Parc National Ranomafana																-21.2666667	47.4666667	not recorded (forced WGS84)											requires verification																																				Lemur rubriventer								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		rubriventer		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97976			Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97976								1987-12-05		339	339	1987	12	5	5 Dec 1987							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Parc National Masoala; Hiaraka	Madagascar; Toamasina; ; Parc National Masoala; Hiaraka																-15.4833333	44.2666667	not recorded (forced WGS84)											requires verification																																				Lemur fulvus albifrons								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	albifrons	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					85826	NOTES: Recordist- grunt calls.  Evening.  Field tape is labelled as U6, but was found in, and matches list on, box labelled U1.		Nigel Tucker		1					native	present					http://macaulaylibrary.org/audio/85826								1988-11-03		308	308	1988	11	3	3 Nov 1988							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Berenty Reserve	Madagascar; Toliara; ; Berenty Reserve																-25	46.3	not recorded (forced WGS84)											requires verification																																				Lemur catta								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta		species			ring-tailed lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125337	"NOTES: odd in that no flagging....unusual...probably b/c this individual is fatigued (had been Shrieking for 10 minutes+ b/4 we found the caller) and even the gag's sound ""tired"".  young adult male.  It is believed that this individual is ""lost"" (he is spatially separated from the rest of the group). LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005)."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125337								2000-06-11		163	163	2000	6	11	11 Jun 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.2333333	47.3833333	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126627	NOTES: single animal aerial roar, Buteo previously sited but immediately before this no Buteo.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126627								2001-08-13		225	225	2001	8	13	13 Aug 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126613	NOTES: Camp 3 male Howls		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126613								2001-11-16		320	320	2001	11	16	16 Nov 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					87948			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/87948								1992-01-25		26	26	1992	1	25	25 Jan 1992							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Maintimbato At Base Of Ridge Trail	Madagascar; Toamasina; ; Maintimbato At Base Of Ridge Trail																-15.7666667	49.6	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95920	NOTES: Elevation:  930m<alt<1040m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/95920								1986-11-28		332	332	1986	11	28	28 Nov 1986							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Reserve Speciale Perinet Analamazaotra	Madagascar; Toamasina; ; Reserve Speciale Perinet Analamazaotra																-18.4666667	48.4666667	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					98783	NOTES: Elevation:  500m<alt.<2000m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/98783								1988-10-14		288	288	1988	10	14	14 Oct 1988							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Reserve Naturelle Integrale 12 de Marojejy	Madagascar; Antsiranana; ; Reserve Naturelle Integrale 12 de Marojejy																-14.4333333	49.25	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					100004	NOTES: Elevation:  500m<alt.<2000m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/100004								1988-11-28		333	333	1988	11	28	28 Nov 1988							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Reserve Naturelle Integrale 12 de Marojejy	Madagascar; Antsiranana; ; Reserve Naturelle Integrale 12 de Marojejy																-14.4333333	49.25	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126640	NOTES: Short Chatter-Squeal, possibly from an  infant.  Not a typcial Chatter-squeal....more tonal and briefer than is typical		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126640								2003-02-15		46	46	2003	2	15	15 Feb 2003							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Sambava	Madagascar; Antsiranana; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125308	"NOTES: ""Mmm call"" from 2m.  Some feel that the Mmm call is reliably given immediately prior to group movement, and that this correlation is particularly high with the ""dominant"" (measures of dominance in this species of sifaka are very subtle) adult female who is often followed by other members of the group."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125308								2000-04-23		114	114	2000	4	23	23 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Propithecus diadema edwardsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwardsi	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97933	NOTES: Elevation:  500m<alt.<900m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97933								1988-04-15		106	106	1988	4	15	15 Apr 1988							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Parc National Ranomafana; Vohiparara	Madagascar; Fianarantsoa; ; Parc National Ranomafana; Vohiparara																-21.2666667	47.4666667	not recorded (forced WGS84)											requires verification																																				Hapalemur aureus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		aureus		species			golden bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95512			Thomas Schulenberg		1					native	present					http://macaulaylibrary.org/audio/95512								1997-02-05		36	36	1997	2	5	5 Feb 1997							;Madagascar;Mahajanga;;;;;					Madagascar		Mahajanga			Ankarokaroka, Ca 5 Km Sw Ampijoroa	Madagascar; Mahajanga; ; Ankarokaroka, Ca 5 Km Sw Ampijoroa																-16.2666667	47.05	not recorded (forced WGS84)											requires verification																																				Lemur mongoz								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		mongoz		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125317	NOTES: unique GROWL-LIKE PURRS at 3:43 while the male nuzzles the rump of a female during mating season.    UNIQUE SQUEALS DURING INTRA-GROUP AGONISM with background shrieks AT 26:44.  Grunts throughout. LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125317								2000-05-06		127	127	2000	5	6	6 May 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126629	"NOTES: Several unusually low frequency or ""deep hums"" about 10 min following 3 zzuss playbacks.  Playbacks were conducted to determine whether the zzuss vocalizations meet the criteria for a ""terrestrial predator alarm"" such as movement vertically up in  trees and downward gaze.  No such responses were ever evident."		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126629								2001-07-24		205	205	2001	7	24	24 Jul 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					93901	NOTES: Tech Note: HPF@ 0Hz. mf  Notes: Animals calling in trees.  Tech Note: 7 subspecies of Lemur fulvus exist. I did not determine which subsp. this is, although I suspect from location it is albifrons, which is found in east coast rain forests. Check with Linda for more precise location. I did not give this cut a subspecies name.mf		Linda Macaulay		1				call	native	present					http://macaulaylibrary.org/audio/93901								1998-10-02		275	275	1998	10	2	2 Oct 1998							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Perinet  -  Madandia NP	Madagascar; ; ; Perinet  -  Madandia NP																-19	48.5	not recorded (forced WGS84)											requires verification																																				Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126619	NOTES: Aerial roars with Buteo brachypterus circling overhead although the bird calls preceeding the aerial roars were NOT Buteo.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126619								2001-10-16		289	289	2001	10	16	16 Oct 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125331	NOTES: All calls before 226 were simply recordings of Indri long call playbacks.  Actual live Indri start at 226.    I kept going into distortion despite turning down the recording level to 0-1.  Finally I had to turn the limiter on.      No calls heard during movement.		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125331								2000-07-05		187	187	2000	7	5	5 Jul 2000							;Madagascar;Antananarivo;;;;;					Madagascar		Antananarivo			Antananarivo; Perinet Reserve	Madagascar; Antananarivo; ; Antananarivo; Perinet Reserve																-18.9666667	48.4666667	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					87945			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/87945								1992-01-21		22	22	1992	1	21	21 Jan 1992							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Maintimbato At Base Of Ridge Trail	Madagascar; Toamasina; ; Maintimbato At Base Of Ridge Trail																-15.7666667	49.6	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					93906	NOTES: Note: Vocalizations include contact grunts; other voc.'s present also.mf		Linda Macaulay		1				call	native	present					http://macaulaylibrary.org/audio/93906								1998-10-03		276	276	1998	10	3	3 Oct 1998							;Madagascar;Mahajanga;;;;;					Madagascar		Mahajanga			Ampijoroa Forestry Station; Mahajunga (formerly Majunga)	Madagascar; Mahajanga; ; Ampijoroa Forestry Station; Mahajunga (formerly Majunga)																-16.4166667	46.8333333	not recorded (forced WGS84)											requires verification																																				Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97479	NOTES: Elevation:  850m<alt.<1475m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97479								1987-05-18		138	138	1987	5	18	18 May 1987							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Parc National De La Montagne D'ambre	Madagascar; Antsiranana; ; Parc National De La Montagne D'ambre																-12.6666667	49.1666667	not recorded (forced WGS84)											requires verification																																				Lemur fulvus sanfordi								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	sanfordi	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125303	"NOTES: Adult female tail-flagging within 25m of 3 rubriventer (2 of whom were mating only 10 minutes earlier).  The caller approached us and become more aroused performing much tail-flagging and the ""rough grunts"" (common during tail-flagging displays) in addition to general foraging grunts.  Some rubriventer sneeze-honks in the background.  This individual was rather spatially separated from the rest of the group. LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005)."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125303								2000-04-18		109	109	2000	4	18	18 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					100000	NOTES: Elevation:  15m<alt.<30m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/100000								1988-11-10		315	315	1988	11	10	10 Nov 1988							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Berenty	Madagascar; Toliara; ; Berenty																-25	46.3	not recorded (forced WGS84)											requires verification																																				Lemur catta								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta		species			ring-tailed lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					93872	NOTES: Wire/pre-amp noise in second segment of recording.		Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/93872								1989-10-17		290	290	1989	10	17	17 Oct 1989							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)	Madagascar; Toliara; ; Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)																-24.7833333	47.2	not recorded (forced WGS84)											requires verification																																				Lemur fulvus collaris								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	collaris	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					1612			Peter Kaestner		1				call	native	present					http://macaulaylibrary.org/audio/1612								1978-09-02		245	245	1978	9	2	2 Sep 1978							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				PERINET; 150KM E TANANARIVE	Madagascar; ; ; PERINET; 150KM E TANANARIVE																-18.8333333	48.5	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95762	NOTES: Elevation:  500m<alt.<900m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/95762								1986-11-02		306	306	1986	11	2	2 Nov 1986							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Parc National Ranomafana	Madagascar; Fianarantsoa; ; Parc National Ranomafana																-21.2666667	47.4666667	not recorded (forced WGS84)											requires verification																																				Hapalemur aureus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		aureus		species			golden bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95390			Thomas Schulenberg		1					native	present					http://macaulaylibrary.org/audio/95390								1991-12-31		365	365	1991	12	31	31 Dec 1991							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Vatoharanana, Ranomafana National Park	Madagascar; Fianarantsoa; ; Vatoharanana, Ranomafana National Park																-21.2666667	47.4333333	not recorded (forced WGS84)											requires verification																																				Hapalemur griseus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus		species			bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97947			Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97947								1987-12-03		337	337	1987	12	3	3 Dec 1987							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Parc National Masoala; Hiaraka	Madagascar; Toamasina; ; Parc National Masoala; Hiaraka																-15.4833333	44.2666667	not recorded (forced WGS84)											requires verification																																				Varecia variegata rubra								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata	rubra	subspecies				ICZN			
